,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_n,neighbourhood_n,room_type_n,neighbourhood_group_le,room_type_le
36929,215022472,Brooklyn,Bedford-Stuyvesant,40.69032,-73.95283,Private room,4,19,2.16,1,189,0,6,0,1,1
40511,107434423,Manhattan,Financial District,40.70491,-74.00978,Entire home/apt,30,0,,232,331,1,43,1,2,0
45196,254509494,Manhattan,Greenwich Village,40.73301,-73.99819,Entire home/apt,3,6,3.1,1,144,1,52,1,2,0
14118,697990,Brooklyn,Williamsburg,40.70516,-73.95088,Private room,3,2,0.05,1,0,0,12,0,1,1
48597,271627222,Manhattan,East Harlem,40.80995,-73.93801,Private room,1,0,,1,30,1,4,0,2,1
25338,101369464,Brooklyn,Bensonhurst,40.60848,-73.97703,Entire home/apt,2,115,4.95,1,323,0,76,1,1,0
17103,22541573,Manhattan,Upper East Side,40.7706,-73.95725,Entire home/apt,30,2,0.08,87,339,1,28,1,2,0
20430,75918061,Brooklyn,Crown Heights,40.6749,-73.95233,Entire home/apt,4,47,1.66,1,5,0,15,1,1,0
48802,3054124,Brooklyn,Williamsburg,40.70997,-73.96289,Entire home/apt,7,0,,1,11,0,12,1,1,0
43270,252824941,Manhattan,Hell's Kitchen,40.76273,-73.99061,Entire home/apt,1,14,4.52,1,306,1,7,1,2,0
48420,272609175,Brooklyn,Flatlands,40.61813,-73.94253,Private room,2,0,,1,365,0,35,0,1,1
695,1356046,Brooklyn,Williamsburg,40.71408,-73.9489,Private room,3,247,2.65,2,117,0,12,0,1,1
29544,167188752,Manhattan,Chelsea,40.7394,-73.99964,Private room,3,1,0.07,1,364,1,14,0,2,1
24490,6933440,Manhattan,Harlem,40.80416,-73.95704,Entire home/apt,2,18,0.77,1,0,1,2,1,2,0
24083,4844197,Brooklyn,Williamsburg,40.7098,-73.94834,Private room,3,12,0.51,1,0,0,12,0,1,1
27716,158552987,Manhattan,Harlem,40.83172,-73.9488,Private room,1,2,0.11,1,0,1,2,0,2,1
45695,263084604,Manhattan,Hell's Kitchen,40.75951,-73.98898,Entire home/apt,1,7,4.57,1,148,1,7,1,2,0
20880,61463458,Manhattan,Midtown,40.75377,-73.97203,Private room,2,2,0.16,2,0,1,1,0,2,1
18800,93441980,Staten Island,South Beach,40.59385,-74.08825,Private room,1,38,1.1,1,308,3,196,0,4,1
10373,5504415,Brooklyn,Carroll Gardens,40.68129,-73.99426,Entire home/apt,1,2,0.04,1,0,0,33,1,1,0
5784,21886798,Manhattan,Washington Heights,40.84261,-73.93771,Entire home/apt,7,1,0.09,1,0,1,30,1,2,0
38399,2647893,Manhattan,Greenwich Village,40.73138,-73.99976,Private room,10,0,,1,347,1,52,0,2,1
34890,45336046,Manhattan,Harlem,40.8154,-73.94677,Entire home/apt,2,1,0.09,1,14,1,2,1,2,0
30548,67768251,Manhattan,Upper West Side,40.78353,-73.97802,Private room,30,4,0.36,3,242,1,8,0,2,1
46508,24047681,Manhattan,Harlem,40.82512,-73.93817,Private room,1,2,2.0,1,356,1,2,0,2,1
27888,16356565,Brooklyn,Flatbush,40.63435,-73.95027,Entire home/apt,2,41,2.13,2,0,0,22,1,1,0
5054,1279211,Bronx,Concourse Village,40.82603,-73.92312,Entire home/apt,6,11,0.28,1,0,4,72,1,0,0
19750,55149412,Manhattan,Lower East Side,40.71248,-73.98662,Entire home/apt,1,73,2.38,4,229,1,23,1,2,0
39936,5962328,Queens,Flushing,40.75985,-73.82393,Entire home/apt,30,1,0.43,15,303,2,37,1,3,0
12306,21366569,Manhattan,Hell's Kitchen,40.7638,-73.99298,Entire home/apt,5,49,1.15,2,251,1,7,1,2,0
7645,29867161,Manhattan,Murray Hill,40.74415,-73.97322,Private room,1,0,,1,0,1,5,0,2,1
2819,999689,Brooklyn,Greenpoint,40.72887,-73.95163,Private room,30,5,0.07,1,97,0,20,0,1,1
21653,1012628,Brooklyn,Park Slope,40.67135,-73.97759,Entire home/apt,1,0,,1,0,0,16,1,1,0
25343,68724048,Queens,Ditmars Steinway,40.77773,-73.90719,Private room,1,3,0.13,1,0,2,49,0,3,1
10153,26377263,Brooklyn,Bushwick,40.70326,-73.91822,Private room,30,1,0.03,43,203,0,21,0,1,1
2866,2935265,Manhattan,SoHo,40.72391,-73.99879,Private room,2,141,2.0,2,340,1,27,0,2,1
26032,128692351,Bronx,Highbridge,40.84103,-73.92701,Private room,2,62,2.76,5,1,4,42,0,0,1
10720,22384027,Brooklyn,Crown Heights,40.67115,-73.91621,Private room,1,70,1.51,10,33,0,15,0,1,1
22199,59654765,Brooklyn,Crown Heights,40.67689,-73.95079,Private room,3,3,0.11,1,0,0,15,0,1,1
24052,31920354,Brooklyn,Williamsburg,40.71152,-73.93902,Private room,3,3,0.14,2,269,0,12,0,1,1
21156,106168581,Brooklyn,South Slope,40.666,-73.9902,Entire home/apt,4,88,4.41,1,20,0,10,1,1,0
43937,241963980,Queens,Jamaica Hills,40.71757,-73.7961,Private room,1,1,1.0,2,139,2,198,0,3,1
47652,4239407,Manhattan,Chinatown,40.71658,-73.99065,Private room,2,0,,2,10,1,9,0,2,1
13237,5904463,Manhattan,East Village,40.72504,-73.98242,Private room,1,0,,4,0,1,19,0,2,1
1568,3662459,Manhattan,East Village,40.73016,-73.98643,Entire home/apt,5,86,1.15,1,344,1,19,1,2,0
37829,3229770,Queens,Long Island City,40.73511,-73.92488,Private room,5,1,0.16,4,315,2,25,0,3,1
47562,178272943,Queens,Jamaica,40.67207,-73.78094,Private room,1,2,2.0,4,79,2,46,0,3,1
47186,130617332,Manhattan,Harlem,40.81173,-73.94213,Private room,3,0,,3,170,1,2,0,2,1
29127,126735001,Manhattan,Harlem,40.80106,-73.95905,Private room,2,36,1.94,1,0,1,2,0,2,1
24694,4380358,Manhattan,Upper East Side,40.78072,-73.94726,Private room,4,5,0.22,1,95,1,28,0,2,1
47384,268352337,Manhattan,Hell's Kitchen,40.76494,-73.98874,Entire home/apt,1,0,,2,360,1,7,1,2,0
12540,49742862,Brooklyn,Greenpoint,40.73168,-73.95829,Private room,2,5,0.12,2,0,0,20,0,1,1
12566,32173907,Brooklyn,Bushwick,40.70433,-73.92652,Private room,3,6,0.14,1,0,0,21,0,1,1
41683,122559140,Brooklyn,Fort Greene,40.68912,-73.97903,Entire home/apt,25,1,1.0,1,0,0,13,1,1,0
37306,4341365,Manhattan,SoHo,40.72243,-74.00027,Private room,5,1,0.24,1,0,1,27,0,2,1
21840,28786801,Brooklyn,Bushwick,40.70288,-73.92796,Private room,1,1,0.04,2,0,0,21,0,1,1
22730,127412674,Brooklyn,Bedford-Stuyvesant,40.69944,-73.94527,Private room,2,71,2.69,2,309,0,6,0,1,1
43120,6410979,Brooklyn,Bedford-Stuyvesant,40.69108,-73.94535,Private room,2,1,0.35,2,0,0,6,0,1,1
34980,7087709,Brooklyn,Boerum Hill,40.68783,-73.98695,Entire home/apt,2,31,2.99,1,25,0,38,1,1,0
33066,12672756,Manhattan,Chinatown,40.7165,-73.99107,Private room,2,42,3.26,1,99,1,9,0,2,1
37262,212147885,Brooklyn,Cypress Hills,40.67791,-73.90662,Entire home/apt,3,14,1.85,2,153,0,84,1,1,0
15977,70058270,Brooklyn,Crown Heights,40.66623,-73.93113,Entire home/apt,3,27,0.71,4,271,0,15,1,1,0
41304,133130315,Manhattan,Hell's Kitchen,40.76379,-73.9872,Entire home/apt,1,4,1.05,6,123,1,7,1,2,0
7506,28576665,Manhattan,Chinatown,40.7175,-73.99264,Private room,1,175,3.34,2,43,1,9,0,2,1
28658,129222253,Bronx,Williamsbridge,40.8785,-73.86347,Entire home/apt,1,90,4.76,3,326,4,127,1,0,0
43967,256462453,Queens,Jamaica,40.69115,-73.80617,Entire home/apt,1,9,3.42,1,358,2,46,1,3,0
44614,3270796,Brooklyn,Williamsburg,40.71108,-73.95988,Entire home/apt,2,0,,2,10,0,12,1,1,0
41286,16954523,Brooklyn,Bushwick,40.68754,-73.91231,Private room,7,4,0.92,1,95,0,21,0,1,1
2205,1113080,Brooklyn,Sunset Park,40.64871,-74.00774,Private room,2,45,0.6,3,0,0,79,0,1,1
32269,141347878,Manhattan,East Harlem,40.79747,-73.94836,Private room,1,31,2.26,1,0,1,4,0,2,1
24534,71097702,Brooklyn,Park Slope,40.6815,-73.98028,Entire home/apt,30,48,2.07,2,299,0,16,1,1,0
26770,153662409,Brooklyn,Bushwick,40.68863,-73.91887,Private room,2,23,1.25,1,8,0,21,0,1,1
17483,40008334,Manhattan,East Village,40.7282,-73.98001,Private room,1,159,4.34,1,84,1,19,0,2,1
42859,24204269,Brooklyn,Prospect Heights,40.67953,-73.97334,Private room,20,1,0.49,1,0,0,29,0,1,1
33166,190981544,Brooklyn,Bedford-Stuyvesant,40.68643,-73.93007,Private room,1,148,11.68,6,174,0,6,0,1,1
22078,1898704,Brooklyn,Crown Heights,40.67181,-73.95865,Private room,25,2,0.08,1,0,0,15,0,1,1
29244,3812968,Brooklyn,Crown Heights,40.67542,-73.94799,Entire home/apt,3,9,0.51,1,0,0,15,1,1,0
40897,238342493,Brooklyn,Cobble Hill,40.68846,-73.99557,Entire home/apt,2,19,3.63,1,295,0,36,1,1,0
39857,164886138,Manhattan,Harlem,40.81399,-73.95229,Private room,2,0,,11,365,1,2,0,2,1
15539,12140588,Brooklyn,Greenpoint,40.72619,-73.95563,Private room,3,2,0.06,1,0,0,20,0,1,1
16788,4027689,Manhattan,Lower East Side,40.71518,-73.98953,Private room,3,12,0.32,2,0,1,23,0,2,1
12297,37579015,Manhattan,Theater District,40.75598,-73.98796,Entire home/apt,5,7,0.16,5,82,1,71,1,2,0
11020,2876700,Brooklyn,Williamsburg,40.71369,-73.95523,Entire home/apt,10,2,0.04,1,0,0,12,1,1,0
42992,208136645,Brooklyn,East Flatbush,40.65587,-73.94187,Private room,3,0,,4,332,0,54,0,1,1
18354,88593699,Brooklyn,Bedford-Stuyvesant,40.67984,-73.91151,Private room,1,15,0.42,1,189,0,6,0,1,1
36910,102542851,Manhattan,SoHo,40.72706,-74.00572,Private room,4,0,,1,0,1,27,0,2,1
3545,1998676,Brooklyn,Windsor Terrace,40.65022,-73.97247,Entire home/apt,29,16,0.26,1,217,0,17,1,1,0
25212,143700620,Manhattan,Harlem,40.80942,-73.95246,Entire home/apt,3,40,1.76,1,275,1,2,1,2,0
11300,29896455,Manhattan,Chinatown,40.7182,-73.99562,Private room,1,52,1.14,2,276,1,9,0,2,1
6012,22205787,Manhattan,Morningside Heights,40.80699,-73.95937,Entire home/apt,4,4,0.07,1,0,1,45,1,2,0
14232,22861935,Brooklyn,Columbia St,40.68443,-74.00392,Entire home/apt,3,37,1.06,1,22,0,96,1,1,0
43161,95892016,Manhattan,East Village,40.7272,-73.98288,Private room,1,0,,5,317,1,19,0,2,1
8233,14898658,Brooklyn,Kensington,40.64423,-73.98224,Private room,30,43,0.87,11,99,0,0,0,1,1
17921,83147028,Brooklyn,Crown Heights,40.67011,-73.92544,Private room,1,27,0.75,2,365,0,15,0,1,1
7977,6976808,Manhattan,SoHo,40.72708,-74.00055,Entire home/apt,5,36,0.71,1,0,1,27,1,2,0
42834,140630987,Queens,Flushing,40.7603,-73.81428,Private room,1,9,2.52,6,204,2,37,0,3,1
38904,1627760,Brooklyn,Clinton Hill,40.68911,-73.96297,Entire home/apt,3,1,0.16,1,0,0,3,1,1,0
9675,28460565,Brooklyn,Bedford-Stuyvesant,40.67988,-73.92831,Entire home/apt,2,6,0.13,1,0,0,6,1,1,0
8268,32162351,Manhattan,East Village,40.72917,-73.98223,Entire home/apt,4,11,0.22,2,0,1,19,1,2,0
26370,151249486,Bronx,Parkchester,40.84038,-73.85662,Entire home/apt,3,12,0.55,1,0,4,133,1,0,0
7287,2119276,Manhattan,Hell's Kitchen,40.76685,-73.98644,Entire home/apt,30,20,0.43,39,320,1,7,1,2,0
5557,2034343,Brooklyn,Crown Heights,40.67152,-73.92687,Private room,1,0,,1,0,0,15,0,1,1
17363,33862021,Bronx,Melrose,40.82296,-73.91429,Private room,2,2,0.06,1,0,4,188,0,0,1
17771,46712160,Queens,Woodside,40.74071,-73.89186,Private room,1,251,9.3,2,31,2,31,0,3,1
43635,254607256,Brooklyn,DUMBO,40.70416,-73.98999,Entire home/apt,30,0,,2,365,0,40,1,1,0
11559,40552516,Brooklyn,Bedford-Stuyvesant,40.6863,-73.92635,Private room,1,2,0.05,1,0,0,6,0,1,1
18987,1998560,Manhattan,Hell's Kitchen,40.76714,-73.98777,Entire home/apt,14,0,,1,0,1,7,1,2,0
42778,24831061,Manhattan,Midtown,40.76428,-73.98083,Entire home/apt,1,0,,8,0,1,1,1,2,0
43114,149312408,Queens,Astoria,40.76896,-73.92404,Private room,1,23,7.26,2,334,2,56,0,3,1
28323,32093643,Manhattan,Roosevelt Island,40.76211,-73.94887,Private room,2,2,0.11,1,0,1,51,0,2,1
25768,5291405,Brooklyn,Clinton Hill,40.68153,-73.9605,Private room,2,5,0.22,1,0,0,3,0,1,1
11147,28709982,Brooklyn,Greenpoint,40.72014,-73.95496,Private room,3,19,0.42,3,76,0,20,0,1,1
17873,83651013,Manhattan,Harlem,40.80264,-73.9554,Private room,3,62,1.74,1,0,1,2,0,2,1
22217,92963740,Brooklyn,Sunset Park,40.66194,-73.99138,Entire home/apt,3,32,1.25,2,20,0,79,1,1,0
28417,2323561,Queens,Elmhurst,40.74475,-73.88266,Entire home/apt,2,8,0.43,1,0,2,81,1,3,0
9937,6072700,Brooklyn,Red Hook,40.67791,-74.0072,Private room,5,5,0.1,1,0,0,123,0,1,1
38291,75349777,Manhattan,Harlem,40.81533,-73.95733,Private room,3,3,0.42,1,0,1,2,0,2,1
8188,3944633,Manhattan,Harlem,40.82782,-73.95155,Private room,1,0,,1,0,1,2,0,2,1
32394,90249125,Manhattan,Harlem,40.8063,-73.95548,Private room,4,11,0.86,1,0,1,2,0,2,1
19487,100107219,Brooklyn,Bedford-Stuyvesant,40.6854,-73.94614,Entire home/apt,2,68,2.05,1,48,0,6,1,1,0
41620,19303369,Queens,Elmhurst,40.74503,-73.87099,Private room,30,0,,37,1,2,81,0,3,1
29123,139329404,Brooklyn,Bedford-Stuyvesant,40.68995,-73.95167,Entire home/apt,1,9,0.49,1,0,0,6,1,1,0
25929,2462590,Brooklyn,Bushwick,40.69084,-73.92048,Entire home/apt,1,47,2.2,2,336,0,21,1,1,0
6388,2563415,Brooklyn,Prospect-Lefferts Gardens,40.655,-73.96109,Entire home/apt,3,56,2.42,1,19,0,24,1,1,0
25556,6010437,Bronx,Kingsbridge,40.88165,-73.90633,Entire home/apt,2,46,2.0,1,10,4,59,1,0,0
14588,2119276,Manhattan,Midtown,40.76687,-73.98273,Entire home/apt,30,2,0.06,39,188,1,1,1,2,0
34169,203650630,Brooklyn,Coney Island,40.5721,-73.99712,Private room,1,1,0.75,1,364,0,193,0,1,1
29496,158540605,Queens,Glendale,40.70099,-73.89034,Private room,1,101,5.59,6,216,2,121,0,3,1
16526,74397192,Manhattan,Hell's Kitchen,40.76345,-73.99298,Private room,3,136,3.65,1,47,1,7,0,2,1
15544,23870466,Manhattan,Upper West Side,40.78475,-73.9717,Entire home/apt,30,3,0.09,1,137,1,8,1,2,0
3894,1177497,Brooklyn,Clinton Hill,40.69045,-73.96762,Private room,1,16,0.28,11,363,0,3,0,1,1
44052,256505094,Queens,Cambria Heights,40.69955,-73.72247,Entire home/apt,1,0,,1,83,2,107,1,3,0
29711,22610399,Brooklyn,Midwood,40.62306,-73.96965,Entire home/apt,18,0,,1,0,0,117,1,1,0
13311,50760546,Manhattan,Midtown,40.75065,-73.98204,Entire home/apt,29,0,,31,327,1,1,1,2,0
46177,91646104,Queens,Woodside,40.74237,-73.91112,Private room,3,0,,3,65,2,31,0,3,1
34105,4296422,Manhattan,Upper West Side,40.78246,-73.97654,Entire home/apt,7,0,,1,0,1,8,1,2,0
18495,14684457,Brooklyn,Williamsburg,40.71521,-73.96164,Private room,3,2,0.06,1,0,0,12,0,1,1
38340,212033848,Manhattan,Chelsea,40.74453,-73.99196,Private room,1,4,0.55,1,1,1,14,0,2,1
1864,611137,Brooklyn,Clinton Hill,40.68334,-73.96704,Private room,3,126,3.59,2,120,0,3,0,1,1
17212,26500909,Brooklyn,Bushwick,40.70347,-73.92764,Private room,2,1,0.03,1,0,0,21,0,1,1
25870,10077970,Brooklyn,Williamsburg,40.71462,-73.96263,Private room,1,3,0.13,1,0,0,12,0,1,1
9280,14329995,Manhattan,Harlem,40.82632,-73.95168,Entire home/apt,4,2,0.04,1,0,1,2,1,2,0
45938,219517861,Manhattan,Hell's Kitchen,40.7622,-73.99673,Entire home/apt,29,0,,327,332,1,7,1,2,0
30056,818585,Brooklyn,Flatbush,40.64726,-73.95937,Entire home/apt,14,1,0.06,1,41,0,22,1,1,0
27545,122942281,Brooklyn,Brownsville,40.66621,-73.92073,Entire home/apt,7,28,1.51,1,19,0,147,1,1,0
36541,155297713,Brooklyn,Bushwick,40.70529,-73.92535,Private room,30,1,0.13,3,54,0,21,0,1,1
22782,11308807,Manhattan,Harlem,40.82389,-73.95266,Private room,2,0,,2,0,1,2,0,2,1
39799,221591996,Manhattan,Hell's Kitchen,40.76732,-73.98482,Private room,5,2,0.32,1,0,1,7,0,2,1
37488,223846870,Queens,Springfield Gardens,40.66102,-73.77035,Private room,1,57,7.28,3,342,2,152,0,3,1
14458,42389158,Brooklyn,Flatbush,40.64181,-73.9522,Entire home/apt,2,168,4.22,1,246,0,22,1,1,0
7237,11414889,Brooklyn,Prospect Heights,40.67986,-73.97027,Entire home/apt,2,9,0.25,1,0,0,29,1,1,0
20224,105074140,Queens,Flushing,40.76153,-73.80304,Private room,1,69,2.19,4,0,2,37,0,3,1
23186,30237517,Queens,Forest Hills,40.73437,-73.85227,Entire home/apt,3,2,0.09,6,188,2,63,1,3,0
4481,15681707,Brooklyn,Crown Heights,40.67489,-73.91405,Entire home/apt,2,190,3.67,3,287,0,15,1,1,0
15142,438593,Manhattan,Chelsea,40.74491,-73.99536,Private room,1,1,0.03,2,0,1,14,0,2,1
35819,55004447,Staten Island,Arden Heights,40.54312,-74.17388,Private room,2,7,0.71,1,0,3,215,0,4,1
30455,3163859,Manhattan,Upper West Side,40.79167,-73.97421,Entire home/apt,2,8,0.5,1,176,1,8,1,2,0
17406,2352388,Brooklyn,Crown Heights,40.67992,-73.95902,Private room,1,22,0.6,1,0,0,15,0,1,1
20386,272826,Brooklyn,Williamsburg,40.71821,-73.95385,Entire home/apt,28,0,,1,0,0,12,1,1,0
45827,263488433,Manhattan,Lower East Side,40.71323,-73.99063,Entire home/apt,1,13,8.48,1,213,1,23,1,2,0
42808,24831061,Manhattan,Midtown,40.7643,-73.98199,Entire home/apt,1,2,0.7,8,0,1,1,1,2,0
22422,9630989,Brooklyn,Bushwick,40.70091,-73.92215,Private room,2,113,4.15,2,3,0,21,0,1,1
40114,172391931,Brooklyn,Bedford-Stuyvesant,40.69232,-73.9534,Entire home/apt,5,1,0.4,1,0,0,6,1,1,0
12960,9523962,Brooklyn,Prospect-Lefferts Gardens,40.66201,-73.95352,Entire home/apt,9,10,0.24,1,0,0,24,1,1,0
26021,76104209,Manhattan,Midtown,40.75014,-73.97001,Entire home/apt,30,0,,33,365,1,1,1,2,0
19492,100128949,Queens,Long Island City,40.74364,-73.94676,Private room,14,20,0.61,4,2,2,25,0,3,1
46163,118715803,Manhattan,Lower East Side,40.72059,-73.985,Entire home/apt,6,0,,1,0,1,23,1,2,0
2099,4797813,Manhattan,West Village,40.73377,-74.00259,Entire home/apt,2,56,0.73,1,134,1,11,1,2,0
35184,137358866,Queens,Woodside,40.74272,-73.91075,Private room,30,0,,103,0,2,31,0,3,1
29785,169546851,Manhattan,Upper East Side,40.76365,-73.96683,Entire home/apt,2,63,3.9,1,239,1,28,1,2,0
40133,232778333,Brooklyn,Bensonhurst,40.61355,-73.99648,Private room,5,7,1.23,2,175,0,76,0,1,1
12650,50132533,Bronx,Riverdale,40.88422,-73.90886,Entire home/apt,1,0,,1,0,4,138,1,0,0
24267,137270801,Queens,Ozone Park,40.67557,-73.85145,Private room,1,0,,1,0,2,95,0,3,1
6521,706623,Brooklyn,Bushwick,40.69439,-73.9068,Private room,4,5,0.09,4,98,0,21,0,1,1
18155,10055751,Brooklyn,Crown Heights,40.67417,-73.96111,Private room,30,11,0.31,2,0,0,15,0,1,1
9522,38337856,Manhattan,Greenwich Village,40.73378,-73.99714,Entire home/apt,5,22,0.46,1,22,1,52,1,2,0
41165,238136541,Manhattan,Murray Hill,40.74797,-73.98271,Entire home/apt,30,6,1.13,1,154,1,5,1,2,0
43246,252678417,Brooklyn,Bedford-Stuyvesant,40.69655,-73.93458,Private room,1,18,6.0,1,0,0,6,0,1,1
12452,9910378,Brooklyn,Bushwick,40.69276,-73.92493,Private room,14,0,,1,0,0,21,0,1,1
39696,221418152,Manhattan,Harlem,40.80602,-73.95508,Entire home/apt,1,24,3.79,1,85,1,2,1,2,0
5288,14908547,Manhattan,Lower East Side,40.71962,-73.98434,Entire home/apt,4,7,0.14,1,0,1,23,1,2,0
35504,39523758,Brooklyn,Navy Yard,40.70375,-73.97979,Entire home/apt,3,0,,1,0,0,146,1,1,0
21729,118276455,Manhattan,Upper West Side,40.79517,-73.97555,Entire home/apt,30,5,0.21,1,271,1,8,1,2,0
8505,2232455,Brooklyn,Park Slope,40.67289,-73.97129,Entire home/apt,7,4,0.08,1,94,0,16,1,1,0
15992,65809485,Queens,Flushing,40.74954,-73.82829,Private room,5,62,1.64,12,174,2,37,0,3,1
20997,2300134,Manhattan,East Harlem,40.79656,-73.94818,Private room,1,148,4.96,2,46,1,4,0,2,1
3084,2208993,Manhattan,East Village,40.7221,-73.98356,Entire home/apt,1,53,1.04,3,250,1,19,1,2,0
36874,219499219,Brooklyn,Bedford-Stuyvesant,40.6915,-73.94692,Private room,1,1,0.12,2,0,0,6,0,1,1
35901,108249932,Brooklyn,East New York,40.6757,-73.88925,Entire home/apt,3,22,2.89,2,285,0,70,1,1,0
18091,85684530,Brooklyn,Flatbush,40.64706,-73.9593,Private room,5,0,,1,0,0,22,0,1,1
6881,1780076,Brooklyn,Crown Heights,40.6763,-73.95764,Private room,3,0,,2,0,0,15,0,1,1
26812,25265179,Manhattan,Nolita,40.72244,-73.99461,Entire home/apt,1,9,0.75,1,0,1,64,1,2,0
34388,200380610,Manhattan,Midtown,40.75375,-73.96362,Entire home/apt,30,0,,65,364,1,1,1,2,0
28853,13773574,Manhattan,Midtown,40.76518,-73.98287,Entire home/apt,30,0,,12,343,1,1,1,2,0
15076,438593,Manhattan,Chelsea,40.74391,-73.99582,Entire home/apt,1,2,0.05,2,0,1,14,1,2,0
39420,196613633,Brooklyn,Bedford-Stuyvesant,40.68361,-73.91372,Private room,30,0,,2,220,0,6,0,1,1
14713,28808966,Brooklyn,Crown Heights,40.67815,-73.96232,Entire home/apt,1,0,,1,0,0,15,1,1,0
7553,29336125,Brooklyn,Bedford-Stuyvesant,40.68309,-73.92909,Entire home/apt,3,64,1.26,1,132,0,6,1,1,0
24980,115228513,Manhattan,Upper West Side,40.80263,-73.96458,Private room,1,90,3.8,2,331,1,8,0,2,1
7963,16923190,Manhattan,Lower East Side,40.71974,-73.98549,Private room,3,19,0.41,1,0,1,23,0,2,1
22052,3435092,Manhattan,Upper East Side,40.7823,-73.94838,Entire home/apt,5,117,4.29,3,187,1,28,1,2,0
38070,737641,Brooklyn,Bushwick,40.69874,-73.93589,Private room,2,30,3.98,1,0,0,21,0,1,1
35232,50756378,Staten Island,Clifton,40.61542,-74.08496,Shared room,3,0,,7,37,3,89,2,4,2
15260,65690091,Manhattan,Upper East Side,40.78173,-73.94621,Private room,1,0,,1,0,1,28,0,2,1
37104,33869262,Manhattan,Harlem,40.82364,-73.94472,Entire home/apt,2,19,2.35,1,37,1,2,1,2,0
7117,23719409,Manhattan,Harlem,40.82801,-73.95167,Private room,1,205,3.86,4,0,1,2,0,2,1
8053,32199364,Manhattan,Harlem,40.80686,-73.9554,Entire home/apt,1,0,,1,0,1,2,1,2,0
35061,12750945,Manhattan,Chelsea,40.74186,-73.99769,Shared room,2,22,2.19,4,365,1,14,2,2,2
30893,165257273,Queens,Flushing,40.77193,-73.79966,Private room,30,5,0.4,3,296,2,37,0,3,1
46325,264824216,Manhattan,Harlem,40.822,-73.95582,Private room,1,1,1.0,3,61,1,2,0,2,1
6958,25715117,Queens,Astoria,40.76357,-73.92829,Private room,5,46,0.91,1,338,2,56,0,3,1
42434,90043913,Queens,Ditmars Steinway,40.77205,-73.91759,Private room,2,8,2.26,2,110,2,49,0,3,1
20301,43828940,Manhattan,Midtown,40.75343,-73.97313,Entire home/apt,3,0,,1,0,1,1,1,2,0
27504,476260,Brooklyn,Williamsburg,40.71729,-73.95051,Private room,2,1,0.05,1,0,0,12,0,1,1
22640,64964534,Manhattan,Murray Hill,40.74769,-73.9784,Entire home/apt,1,141,5.63,1,90,1,5,1,2,0
9000,21183428,Brooklyn,Bedford-Stuyvesant,40.68402,-73.95573,Entire home/apt,3,101,2.08,2,293,0,6,1,1,0
21024,23820907,Queens,Long Island City,40.75699,-73.93499,Entire home/apt,5,0,,1,0,2,25,1,3,0
6697,24797535,Manhattan,Upper West Side,40.80123,-73.96248,Entire home/apt,10,29,0.54,1,0,1,8,1,2,0
26277,143041708,Brooklyn,East Flatbush,40.63568,-73.94746,Private room,4,0,,1,88,0,54,0,1,1
46668,266315426,Brooklyn,Williamsburg,40.70741,-73.94233,Entire home/apt,2,0,,1,27,0,12,1,1,0
45560,61396454,Manhattan,Midtown,40.75534,-73.96446,Entire home/apt,30,0,,14,365,1,1,1,2,0
12313,49293535,Manhattan,SoHo,40.72741,-74.00178,Entire home/apt,3,2,0.05,1,0,1,27,1,2,0
8701,315082,Brooklyn,Williamsburg,40.70877,-73.94889,Entire home/apt,3,20,0.4,1,0,0,12,1,1,0
16960,77325010,Queens,Ditmars Steinway,40.77231,-73.90793,Entire home/apt,4,1,0.03,1,0,2,49,1,3,0
42492,219517861,Manhattan,Chelsea,40.74286,-73.99436,Entire home/apt,29,0,,327,326,1,14,1,2,0
36491,20990306,Brooklyn,Williamsburg,40.71345,-73.95,Entire home/apt,2,17,1.83,2,0,0,12,1,1,0
21271,61127125,Brooklyn,Bedford-Stuyvesant,40.681,-73.94707,Entire home/apt,3,5,0.5,1,66,0,6,1,1,0
40553,20445702,Manhattan,Lower East Side,40.70983,-73.98562,Shared room,60,0,,1,0,1,23,2,2,2
2679,266878,Brooklyn,Williamsburg,40.71362,-73.93561,Entire home/apt,3,199,2.78,1,272,0,12,1,1,0
15462,35031188,Queens,Astoria,40.77479,-73.93546,Private room,1,21,0.55,1,364,2,56,0,3,1
1392,2272846,Brooklyn,Williamsburg,40.71447,-73.95237,Private room,30,17,0.26,2,230,0,12,0,1,1
27389,20417436,Manhattan,East Village,40.72552,-73.98165,Private room,4,0,,1,0,1,19,0,2,1
20491,106827427,Brooklyn,Bushwick,40.6984,-73.92273,Private room,3,2,0.07,1,0,0,21,0,1,1
21744,1730026,Manhattan,Lower East Side,40.7127,-73.98857,Private room,3,3,0.21,2,166,1,23,0,2,1
34889,21923346,Manhattan,East Village,40.73215,-73.9866,Entire home/apt,2,6,0.57,1,87,1,19,1,2,0
38931,226410657,Brooklyn,Bedford-Stuyvesant,40.68561,-73.93289,Private room,30,1,0.73,27,312,0,6,0,1,1
44909,257654201,Manhattan,Hell's Kitchen,40.76313,-73.99081,Entire home/apt,6,4,2.26,1,45,1,7,1,2,0
12382,24337956,Brooklyn,Williamsburg,40.70714,-73.93611,Private room,1,1,0.02,1,0,0,12,0,1,1
